id,CandidatePreference ,PrimeResponse,Scorer 1_AngerExpressed,Scorer1_FearExpressed,Scorer 2_AngerExpressed,Scorer2_FearExpressed
45489,1,"I would be angry about foreign policy, COVID19, and internal affairs. While I believe that what he does would be good for the economy, it would not be good for people because he does not have the interest of all Americans in mind, not even his own party. I would feel angry because Donald Trump makes a poor representation of republicans like me and the majority of the party, and he makes us look ridiculous as he makes a fool of himself and the rest of us with him. He has lost America so much power on the international field, and drove a wedge between the people of America.",,,,
45349,1,"I am afriad of the impact on immigrants if donald trump wins. I'm afraid of his reactionary and ill thought statements might lead to an even more divided social structure. His constant attacks on job visas, which are for highly skilled workers hurt the society. 
While himself, praising china first, then insulting them. while having illicit dealings there.",,,,
45389,1,"What would make me most angry if he wins the election is the continuous downfall of our country when it comes to immigration laws, racism and discrimination, and the current COVID-19 pandemic. I feel like another four years with Donald Trump as president would put America in a worse place than it is now even after all of the things he has done these past four years as president. I feel America will continue to be seen as a laughing stock and embarrassment to other countries and to many of the people already here now",,,,
45110,1,"I am afraid of his anti-minority sentiment - if you are not a priviledged white male he doesn't know you exist
I am afraid of his handling of the pandemic
I am concerned of the health of the environment
btw this is a dumb survey question because it's super biased lol (and mind you I don't like Trump either)

",,,,
44194,1,"Trump and the republicans are rigging the election with voter suppression so if he wins I will be angry because it is not a legitimate democracy.  They are suppressing votes through the mail in the time of a global pandemic and by lying about voting and getting people scared about voter fraud, they are threatening people's trust in democracy. I also will be angry that anybody voted for him when he has done nothing positive for this country and continuously lies to the American people about things like the dangers of the Corona virus and his taxes and his plans for the future. I will be angry because as a bisexual woman his position in power threatens my rights and safety.  I will be angry because the future as we know it is in danger due to climate change and he does not care, he blames forest fires on dirty trees.  If he wins I will be angry because he has literally been impeached. Our government agreed he has committed crimes and yet somehow he is still able to run for president.",,,,
45400,1,"I would be afraid for a few things. Mostly, the environment, Donald Trump does not care about the environment whatsoever. He believes climate change is not real and always thinks he is the smartest man in the room, even when scientists tell him the effects of climate change. Climate change will be the end of the entire world and we are still at the point where we can delay it, but in a couple years there will be no going back and it will ruin us all. If Trump stays president that time period will shorten and it will end life as we know it.",,,,
43001,1,"The one thing that would make me the most angry if Donald Trump wins is that it will be a reflection of the value's of American society. Donald Trump has detrimentally affected the moral compass of this country, normalizing immoral behavior. He has also influenced many insecure uneducated white people to turn to violence in order to ""Keep America Great"". I was very angry when I saw how many people justified the behavior of Kyle Rittenhouse the 17 yer old Kenosha shooter. He had traveled across state lines with the intention of causing harm to protestors who where assembled to protest against police brutality. He killed two people and injured another. In my eyes, that was an act of domestic terrorism. Of course, this country does not recognize white men as terrorists so when I saw the reactions of many Trump supporters, I was disgusted. These people were so quick to defend the terrorist's actions, because of their inherent convoluted racist beliefs. If Trump were to win the 2020 Presidential Election, I would be especially angry because this country will be increasingly more unsafe to live in. ",,,,
43909,1,"The thing that I am most afraid of if trump wins the election again is being deported because I am currently under an international student visa while my family is under a different visa. I have no other home outside of America so when he changed the visa rules for international students I was panicking and I'm scared it's going to happen again. Furthermore, I think if trump gets reelected Corona is definitely never going to end. ",,,,
44694,1,"I am afraid about a lot of things if he wins but I think I am most worried about the justice system. The Supreme Court will be very majority run by Republicans, and I am concerned, as a woman, about the overturning of Roe v Wade an extreme limitation of women's healthcare and access to planned parenthood and birth control. I am worried that the justice system will into be in favor of woman. I am worried that we will continue to see no change in the murders of black lives, minority lives, and civilian lives due to police brutality and division in this country. I am worried that police officers will still not be adequately trained to take care of stressful situations without killing people. I am worried about the disproportionate rate of black incarceration rising. i am worried that we will see an increase in recidivism and the revolving door of prison, and I am worried about the cost that the increase in prisoners that are non violent will place on America. ",,,,
45449,1,"The thing that would make me the most angry is if the democrats decided they lost because they ran too far left. Them saying ""Bernie Bros"" were at fault for Joe Bidens' loss would be very aggravating. Additionally, if Trump won and put in any number of supreme court justices I would be devastated.",,,,
45379,4,,,,,
45552,4,,,,,
45420,4,,,,,
42060,1,"first, COVID-19 can't  get contained efficiently due to his mistrust toward science and misinformation which he spread a lot. The way he discouraged people not to follow CDC's guidelines significantly inhibit pandemic's control. 
Second, world affairs and foreign policy he made may contribute negatively to the America and the world's future. 
Third, different kinds of discrimination and progressive protest ways such as violence might get encouraged by Donald trump because his ambiguous statement and proposal. ",,,,
45533,1,"If Donald Trump wins the 2020 election, the country will be set back in history by decades.  He is a divisive, egotistical president who should have never been elected in the first place.  Donald Trump is the worst president in U.S. history and has turned the country upside down since his election in 2016.  It is horrifying to think about what the country will continue to become if he is re-elected this November.  If he is elected, millions of Americans will lose their basic rights.  The LGBTQ+ and minority communities will suffer tremendously and the government will revert to how racist, biased, and unjust it was many years ago.  Additionally, if the Republican party has control over the Senate while Donald Trump is president for a second term, all progressive legislature will be shut down immediately.  Donald Trump and much of his party have destroyed the future of America and only a reasonable president will be able to fix it.",,,,
45355,1,"I'm afraid that America will be even more divided if Trump wins, and issues regarding LGBTQ+ rights and racism will continue to be swept under the rug. Trump has spread a lot of hatred towards minorities, women, and immigrants throughout his presidency and will continue to do so if he wins the election. His policy-making has and will reflect his character and lack of respect/empathy for others.",,,,
45467,4,,,,,
45408,1,"What makes me the most angry if Donald Trump wins the election is the fact that many POC are at more risk of being racially discriminated, especially considering the fact that we are still in a pandemic. It seems as if Trump has not done much to show support for Black people and even towards his view on COVID-19 and Asians being targeted. It seems as if he is neglecting those who are affected by certain social determinants of health in this pandemic, that lead to detrimental outcomes for those who are more disadvantaged than others. ",,,,
45276,1,"I'm afraid that COVID-19 will continue to spread rapidly under his leadership. He'll continue to discourage or avoid wearing masks. He continues to bicker how he has the situation in control when he hasn't millions of American have been dying everyday due to the spread of COVID. He continues to boost his ego and say that our country is not at a bad state and that we should be able to open everything because it'll look bad for our economy and pride if we lockdown or shut down the country, as if the other countries who have done it cared if their country looked weak etc.",,,,
45064,1,"I would be so angry if Trump won the election because we would further destroy planet Earth. Animals and plant species could go extinct! We would never see them again! We would also create an environment that could be inhabitable for future generations, meaning I might decide not to have children when I really want to! It is going to make me angry that while many other countries are making efforts to curve climate change, the U.S., one of the most powerful countries in the world, is not doing anything to help combat it. ",,,,
45550,4,,,,,
44681,1,"I am angry about a lot of things to be quite honest but in particular the rights of black Americans and that of the LGBTQ+ community, along with the rights of women. He has no real care for people in these communities and strives to constantly go against them when suicide rates and general resources for people in these demographics are already dangerously low. When I think about Donald Trump winning I almost immediately think of the depletion of resources for women and people of color. I also think of the depleted mental health and exhaustion for these people that will continue to diminish and eventually lead them to higher rates of mental health issues with no real way of getting any help along with even higher increased rates of suicide. I also think about the increased discrimination towards them as Donald Trump is doing nothing but getting rid of anything that ensures the safety of people within these communities. ",,,,
44715,1,"To sum things up, Donald Trump is a racist, homophobic, transphobic, bigot that has the made the United States a worse country during his time in office. Furthermore, Trump has not effectively contained the COVID-19 virus in the way he should have and as a result many have lost their lives (200,000+). He has refused to speak out against white supremacy, has destroyed relationships we have with many foreign allies, and has colluded with dictators around the world that hold values completely opposing those that the United States should stand for. Donald Trump is a bad president and should not be given the chance to make the country even worse than he already has.",,,,
45561,1,"The one thing that would make me most afraid if Donald Trump wins is women's rights. I am afraid that Roe v Wade could be overturned and abortion will be federally illegal. I also am concerned that he will abolish Planned Parenthood. This organization does so much for women's reproductive health and without it, women will be going about their reproductive health in more dangerous ways. Women may not be able to afford contraceptives and also I don't think that making abortion legal will stop abortions. It will just cause there to be very dangerous abortions putting womens' lives in danger. I feel like he is trying to oppress those in poverty even more than he already is, and by taking away a safe place for womens' reproductive health he is once again targeting women, especially poor women, who may not have access to safe reproductive health resources without organizations such as Planned Parenthood.",,,,
42317,1,"Donald Trump winning the next presidential election would not only prove how entirely broken our election system is, but also put thousands of lives in grave danger. Trump lost the popular vote in 2016, and I expect he will lose the popular vote again; however, our system is so entirely broken that he may be able to continue as president despite the majority of Americans understanding how dangerous he truly is. Trump will continue to allow police men to murder innocent americans, he will continue to allow children die from the illness and maltreatment at the border, and he will continue to put the american people at risk of the corona virus. ",,,,
42432,1,"Racial tensions will be worsened no matter the outcome of the  election but particularly if Trump wins. America is currently facing a lot of issues including homelessness, poverty, racial environmental issues including climate change, immigration, which Trump has no plans of fixing. One of the biggest issues is the affordability and accessibility of healthcare especially with the pandemic and Trump has done nothing to help American citizens and takes no responsibility in the fact that over 220,000 people have died due to his own negligence. I don't know how we've let this uneducated man get this far but it's ridiculous at this point and needs to stop! I can't do another 4 years...",,,,
45229,1,"As a young woman, I care a lot about women’s issues, and our right to bodily autonomy. If Roe v. Wade is overturned if Donald Trump wins the election, the rights of women all over the country will be gone.  I do not understand why it is up for debate, because all it is about is choice. It does not mean that every women will be getting an abortion, all it means is that we have the choice to decide whether or not to get one. Not to mention the fact there is a lot more to Roe v. Wade then just abortions. If it gets overturned there will be protesting in the streets because women deserve the right to make choices about their own bodies.  ",,,,
44984,1,"One thing that would make me angry if Donald Trump were to win the 2020 election is that he is openly a racist, sexist, classist homophobe. His presidency has made those alike, who are filled with hatred toward other groups of people, feel it is okay to openly express these dangerous and false ideologies. I know that with Donald Trump as president no immigrants, people of color, women. LGBTQ members or poor people will be safe or looked after. If he were to win the election that would tell American citizens fitting those groups that their lives and the protection of their lives are not valued by other citizens of America. Donald Trumps grossly inadequate ability to lead the country is both angering and terrifying.",,,,
44024,1,"If Donald Trump were to be elected and continues to deport illegal immigrants (especially ones that have lived in the US for years), that would make me really angry. Personally, I don't consider it fair since the US has been their home for x amount of years. How are they going to find a place to stay? Do they have enough money to pay for living expenses? What about food?",,,,
42731,2,"What I am most afraid of come Joe Biden's possible presidency is his desired reform to the police force. I think that the police are a very important factor in today's society and need to continue to be that way, so if there are any negative changes made to the police as a whole this could hurt America. Although I understand these are not the changes that Biden is looking to make, I think it is insane when people say that police should be defunded. Yes, there are some bad police officers. Yes, there have been bad instances between police officers and civilians, but this does not mean that they are bad a whole. Who do these people expect to call when they are in an emergency and cannot help themselves. I think that the police force needs as much strength and support as possible and I am afraid that Joe Biden will change this from happening.",,,,
45478,1,"One thing that would make me most afraid if Donald Trump wins the election is the spread of the coronavirus in the United States. Donald Trump is one to not believe that masks work. He himself had been diagnosed with the virus and said on his Twitter that the virus is ""nothing to be afraid of."" We are in a pandemic. This virus has killed nearly 230,000 people in just the United States with over 9 million confirmed cases. This is something we need to extremely worried about. If Donald Trump wins, we will see an increase in cases as well as deaths and there will not be an end. Many countries in Europe have lifted all restrictions because their hierarchy know how to implement rules and the people know how to follow. If Donald Trump shows no fear of the virus, then his followers will as well, which will then put millions of people's health and lives at risk. ",,,,
45545,1,"What would make me the most angry if Donald Trump wins is he's foreseen lack of action / appreciation for the climate change issues at hand that are detrimental to future life. He rejects scientific claims and consensus's that the earth is warming at an alarming rate (which is a belief maintained by 97% of ecologists in research) and to discredit scientists shows how narrow-minded and ignorant he really is. There needs to be a focus on finding new energy, carbon emission, and preserving natural resources which I don't see happening by any means with the Trump administration. I think if he wins again the changes in our future climate will be set in stone and irreversible. The future of mankind is at stake here, and Trump insists on rejecting any sort of effective plan to change these events; its as if he does not have regard for future generations. The wellbeing of our lives and our descendants lives is in the air...",,,,
45548,4,,,,,
45491,1,"I am afraid that if Donald Trump wins then he will emphasize the acceptance of discrimination and inequality in this country in various domains. I am afraid that he will only make matters of race, for example, worse. In my opinion, it is clear that with the election of Trump in 2016 that many people who are his supporters found comfort in being publicly ignorant and racist towards others. I am afraid that people are going to be more violent towards each other, there will be no improvement in the cases of police brutality, and the issue of the treatment of minorities in the US will become even larger of an issue than it is currently. ",,,,
45445,1,"Donald Trump has a very pessimistic viewpoint on many economic issues rooted in blatant racism and bias while having absolutely little intellect. Donald Trump is a businessman who leads as such. Thus, he will do whatever it takes regardless of the impact as long as he and the rich remain comfortable in society; if Donald Trump remains in the presidency, the fear of the unknown remains. ",,,,
42502,2,"I do not like the fact that he has a positive attitude toward North Korea. He should rather have a conservative or somewhat protective way considering their possible harm. I also do not like the fact that he put an unofficial effort for her daughter to get unfair benefits.






",,,,
45470,2,"The one thing that would make me most angry if Joe Biden wins the election would be the fact that Kamala Harris would be his vice president. Should Joe Biden pass in office, Kamala would be then inaugurated as president. This would not be a good thing for the USA, She has many ideologies that I do not agree with and wants to set the country back in many ways, claiming that they are ""for the country"". One example would be her support of repealing tax cuts, raising taxes for many people, especially college age students with full time jobs.",,,,
45303,1,"Losing my rights as a disabled lesbian woman in America, and watching racism and homophobia become increasingly encouraged in our previously advancing society. I am terrified of watching bigotry and misogyny become further ingrained in our society and watching America fall further and further from equality. ",,,,
45546,1,"One thing that would make me the most afraid if Donald Trump wins the election is the spread of COVID-19. So far, Donald Trump has significantly downplayed the virus and its severity, even when he himself was diagnosed with it. He has even gone as far to mock people who wear masks and follow protocols. This has led to the United States having an ever increasing number of deaths because of the lack of appropriate response to this issue. While other countries took action and managed to significantly lessen the spread of COVID-19, the United States continues to head in the wrong direction and worsen every day. If Trump were to win the election, the spread of COVID-19 would never get better because he refuses to take it seriously and take the appropriate actions that are being recommended to him. ",,,,
45325,1,"The one thing that would make me most angry if Donald Trump were to win would be that he completely and utterly does not care about the citizens of America, he has no compassion and empathy whatsoever and is only interested in power and money. He has blatantly disregarded any rules/laws already set forth. The marginalized groups in America would be negatively impacted if Trump were to get re-elected. Women's rights and healthcare would be revoked because Trump has said if he gets re-elected he would completely defund Planned Parenthood. Racial minorities would still be disrespected and never get equal rights and the economic inequality in America would become even larger. It angers me that Trump supporters do not care about these other groups in America and only seem to be concerned with white supremacy. ",,,,
45566,1,"I would get angry because he claims he is here to help the LGBTQ+ community when he is just the opposite. He nominated Amy Barrett for the Supreme Court who has very conservative views including ones against the LGBT+ community. With his power he has already hurt the LGBT+ community over a hundred times. I am scared and angry that hard working citizens such as myself who identify in the LGBT+ community might have more rights taken away from us such a gay marriage or health care for transgender people or even gay people. A life without living in fear every day is a life worth living in America, Donald trump is not giving this to all Americans. Minorities are discriminated against every day and rights are slowly getting stripped away from minorities all the time. Minorities are still citizens of this country and deserve equal rights through every legislation. He has signed legislation that has hurt minorities over a hundred times without hesitation to think even about minorities lives and rights. I do not my rights taken away from me as well as millions of other Americans of all minority groups. Equal rights are a must in this country and Donald trump has not delivered, seeing that the country is very divided and no one has equal rights amongst groups.",,,,
44653,4,,,,,
44710,1,"If Donald Trump wins again, I would be angry about a lot of things but chief among them would be how he would continue to handle (or really, not handle) the pandemic. He has been disgustingly irresponsible and uncaring about the spread of this virus, making it even scarier than it would be if we were to live in a country with a more stable and responsible president. It disgusts me that the pandemic is worse than ever and he and his supporters are acting like everything is OK and refusing to do the bare minimum of wearing masks. He clearly doesn't care about anyone but himself and making it seem like he's doing a good job, which is why he's disregarding the pandemic. He could've taken this as an opportunity to actually lead for once but instead he flopped worse than we could've imagined. I feel like we need Biden as president to institute better regulations around our behavior throughout this pandemic and keep us safe, because Trump is clearly not keeping us safe. It is ridiculous that we do not have any federal regulations around this pandemic and I would hope that Biden would change that. Donald Trump has blood on his hands and I know that that will only get worse if he wins reelection. Speaking personally, I am so sad to have my college experience ripped away and I believe that if we were under better leadership the virus could've been under better control by now and I wouldn't still have to be at home. I hate that I am unable to enjoy college like I am supposed to be able to because of Trump's incompetence.",,,,
42848,1,"I am afraid of a wave of violence if he wins a second term. When he won back in 2016, although he didn't conduct any violence himself, he certainly didn't argue against racially charged violence from his supporters. A lot of swastikas and slurs were everywhere and I really do not want to see that happen again. I'm afraid that white supremacists and Nazis will have more confidence to reak havoc in another Trump era. In addition, I'm afraid that more rights and freedoms will be stripped away from marginalized groups. For example, DACA was threatened to be taken away. Now that ACB is confirmed, partially because of Trump's nomination, I am scared that more freedoms will be taken away. As a person from a marginalized group myself, it is scary walking around in America where I could be potentially beat up or ridiculed just because of how my identity is viewed. ",,,,
45567,4,,,,,
44028,1,"Womans rights could be taken away. As a woman I am concerned because I want to be able to do what I want to do without a mans opinion. 

",,,,
42794,1,I think that if Donald Trump wins the election he will keep fueling racism in the country. When Trump is president people are meaner towards each other and acts of hatred occur. We don't want that to continue on in the future and that's what would happen if Trump remains president. No one wants their children to grow up in a world full out hatred and anger towards others.,,,,
45235,1,"I would be most afraid of the racial strife and discrimination that would proliferate if Donald Trump wins in the 2020 election. Things in the country have become worse in the last four years, and they were not good to begin with in 2016. He has uncovered the racism that lay dormant and unshared for years, and he's ignited a force of racism and discrimination that so many people identify with across the country. Black bodies are dying in the streets, and this is a scary way to live for Black Americans. It shows that not very much progress has been made over the last 400 years and that things can only get worse with someone who identifies with racism directly is in our highest office. People need to use their privilege to protect these lives, even if they're not Black. It is on white people to push forward equality that Black Americans have been fighting for for centuries in this country, and with Donald Trump in office for another four years, this push for equality and equity will get nowhere. ",,,,
42769,1,"I am most afraid of civil unrest and larger divisions between groups in the US. I am afraid of white supremacists rising and trying to take authority. I am scared of minorities, including myself as a Jewish woman, being targeted. I am concerned about the consequences of being young and wanting to fight back against these injustices. I am scared for a potential war or uprising or revolution that will cause a lot of harm, even if it creates something good in the end. I am afraid of being a part of a history chapter, especially one with a lot of violence, death and suffering. I am scared of losing friends over differing political beliefs, specifically beliefs that are against me as a person. I am scared of losing family members over this too. ",,,,
43311,1,"If Donald Trump were to win the 2020 election, I would mostly be angry at the American people for allowing him to win another term. In the last four years he has been president, he has lied to, mocked, disrespected and humiliated American's, yet people remain naive to these actions. He has not done anything beneficial for our country as he promised he would and has only done damage if anything. While I would not consider Joe Biden to be the best fit, he is most certainly the better choice and has an actual plan of attack for helping our country and it's people. Donald Trump is selfish and seemingly unaware of the real issues in our country, while Biden plans to attack them head on and make real change. ",,,,
44149,1,"My personally, the things he says on social media and on a daily basis is disgusting and very disturbing. He is the President of the United States and represents himself in awful ways which makes us look ridiculous as a country. The way he is handling this Covid-19 world wide pandemic is frightening. He says he trusts the scientists, yet he still doesn't wear a mask. His views and what he stands for is hurting our country as a whole and only cares about our economy. He still has not showed the American people his taxes he so called paid.....",,,,
45369,1,"I would be angry with the increased polarization of the country. Trump is a racist, impulsive man with little interest in the people's needs. He has no concern for the poor and disadvantaged. By remaining in a position of power, he will continue to empower racists and bigots.",,,,
45486,1,I think that one thing that I am afraid about in the future where Donald Trump wins the election is that the laws for immigrants or people with visas will change and become more strict. I am most afraid of this because I am an international student and I could possibly see my future in the United States but if laws and regulations change it could hinder my chance of having a future in the US.,,,,
44659,2,"I would be very angry if Joe Biden won the election because I don't want taxes to be raised, I do not agree with free healthcare, and I do not want to pay for other peoples college. I don't think it's fair that people in my family didn't go to college because they didn't have the money, yet they make a good wage now with a blue-collar job, and there are tons of people who want to get a degree that won't make them any money yet want my family to pay for it. I also don't want everyone to have free healthcare because I like having a choice in doctors. I do not think that an illegal immigrant should receive medical care before an American citizen. Also, with the career I plan to go into, I could make a lot of money, and I don't think it's fair that Joe Biden wants to raise taxes and take that away. Everyone in this country has a choice to go to college and get a good degree to make money, yet not everyone does. If I work hard to make a good salary, I should be able to keep that salary.",,,,
45559,1,Discrimination is a huge problem in the United States that not enough change has occurred. The Black Lives Matter movement has been one of the biggest movements in history and there are not enough policies that have changed. Many people are misinformed and ignorant about the movement and do not know how people of color are treated in the community. Schools should teach more about police brutality and racial discrimination. Police need to be trained differently and learn not to discriminate but profile on actions instead of race. If Donald Trump wins the government will not focus on this issue. ,,,,
45217,2,"If Joe Biden wins the election, then I will be most afraid of this country moving towards more socialism than democracy. That is pretty much the extent of my fear. Across the board, policies will change slightly. I do not think of this as impending doom on my life. If anything I fear that America will move away from the middle and be too radical left. ",,,,
43503,1,"If Donald Trump wins the election I will be deeply concerned about my rights going forward as a pro-choice woman in America. Him and his administration have made numerous clear threats to overturn Roe v. Wade and the right to free and accessible healthcare and birth control such as what is given by Planned Parenthood. As someone who uses birth control to regulate the side effects of my period, without it I would be in frequent excruciating pain and it is simply unfair and unjust for people in higher power who can easily afford these benefits to take them away from people who cannot afford them. It is also a significant threat to women that receiving less support from their family members or outside communities, such as those going through gender transitioning and/or women of color. ",,,,
45018,4,,,,,
45129,1,"I would be very angry because Trump is homophobic, disrespectful to women, and racist. He lies constantly to America for example when he said he knew the virus was worse than he told us all at the start. If he had given us the details and the proper protections we would have been able to beat the virus much earlier on and would be back to living almost normal lives. ",,,,
45332,1,"I am afraid because if Donald Trump wins the election again I think that says a lot about Americans. Trump has made repeated homophobic, xenophobic, transphobic, sexist, ect. comments whilst his presidency. And half the stuff he says isn't even within his own private life. He says these things publicly. At this rate a vote for Trump is the equivalent of voicing your own hatred for minority populations, or at least that you think what he does is ok. The republican party can surely find someone who isn't as openly mean, one with the same political views about economy, military, ect. At least if we have an equally as republican president, they wont promote those behaviors on a national platform. At the core of my point is I don't think you need to be a racist, homophobe, ect. in order to be a republican. I think republicans can do better than promoting that bigotry. If not then I think our country is considerably more inconsiderate than I would like to think and certainly not some were I would like to live.",,,,
45232,1,"I am concerned for the rights of minorities. A lot of positive changes have been made, and they are going to be undone. There needs to be a focus on supporting the LGBTQIA+ community, POC, immigrants, and low income households. The wealth gap is only deepening the state of crisis in America, and it most deeply affects those entering the job field!! ",,,,
44506,4,,,,,
40396,1,"I am terrified about pretty much everything in the future if Donald Trump is to win. No matter the outcome, I am sure there will be an uproar and civil disorder. Trump has divided the nation like no other recent president. I am terrified of the future of my and my family's economic stability, as we are all very low income and rely on government insurance, food stamps, and my parents rely on disability in addition to their part time jobs to be able to make ends meet and they're still struggling and have been for years. I am terrified of how other countries will think of us if Trump wins again, and how tensions between nations will rise. It makes me nervous about wars. We had threats of North Korea bombing us over things Trump said not long ago. I am also sure that if Trump wins the pandemic will not get better anytime soon, and will probably get even worse considering he wants to keep everything open and open it up even more. ",,,,
44054,4,,,,,
39912,4,,,,,
45248,1,"What would make me most ANGRY if Donald Trump wins the election is how he will continue to handle the COVID-19 Crisis. I'm hoping Biden wins so he can arrange stricter regulations of social-distancing so the COVID cases in the US can finally die down. However, if Trump were to win, he would not enforce stricter guidelines to reduce cases and Americans will still have to still stay at home as the virus gets worse. It's such a shame that Trump won't do anything to try to reduce cases and make us stay at home while other countries around the world are steadily returning back to their normal lives. it's crucial that in America we reduce cases so Americans can return to their normal lives. ",,,,
42107,4,,,,,
41692,1,"The thing that would make me the most angry is the fact that so many people caused a sexist, racist man to be elected. Especially since he clearly caused COVID-19 cases to go up in the United States because he refused to acknowledge and still refuses that it is a serious issue and things will get worse if we don't take it seriously.
Yet, he continues to hold rallies, act like a child, and I just am so surprised how many people are willing to support that. and have that type of person be in control of the country we live in, our home. 
Especially being from a family of immigrants, its disheartening to see such a racist human being as president, who continuously lies. ",,,,
45222,1,"I most afraid for the future of minorites and marginalized groups in this country if Donald Trump wins the election. Having someone with such ignorant views as President is not what this country needs right now. I can't help but to worry about womens rights, LGBTQ+ rights, etc. Especially with the recent confirmation of the new supreme court justice Amy Coney Barrett, I can't help but to worry about the future of this country.",,,,
43718,1,I racial issues and the way he handles the madia.,,,,
45563,1,"I feel like the country has been very divided since Trump became president. I remember I was a senior in high school when we found out he was elected into office and people in my school that day cried. I have to admit he wasn't my first choice, but I did not feel too emotional at the time by him being elected. NOW four years later I think he has made a lot of questionable choices and has not owned up to them which I believe is a flaw in a leader. I am afraid that if he wins life will still be the way it is now which is not ideal. He has not handle this pandemic well at all, he is holding rallies as I type this, encouraging people not let Covid take over, barely wears a mask and has overall just downplayed this virus. He's more obsessed with the title of being president rather than actually doing work that makes him one. ",,,,
43573,1,"It makes me afraid to think that if Donald Trump wins people will continue to idolize him and think it is okay to be racist, sexist, homophobic, etc. The way that people who support Trump idolize him so much is what makes me afraid. It also makes me afraid that it feels like we are moving backwards rather than forwards in our policies and that many people seem to only care about the economy, and rather how it effects the rich so that they can get richer, instead of peoples lives and wellbeing. It makes me afraid for all of the children women and people of color in our country as well as those who not cis or straight. The way we have seemingly lost thousands of children and those in our government seem to be corrupt and in participation of sex trafficking rings makes me terrified and the way that our law enforcement has been shown to conduct themselves and the lack of funding for other social service departments scares me because it can only get worse with Trump in office. ",,,,
45405,1,"His attitude makes me angry. Him misrepresenting facts and only working for his hardcore supporters makes me angry. I don't like his disregard for scientists and health experts.
",,,,
45225,1,"What would make me most angry is the continuous divide he has already provoked in Americans Today. This is the most separated Americans have ever been and it is awful. I believe he is racist and sexist and has high hopes for the whites of America. I do not want this divide to continue and I want to see a change in the country. I want African Americans to be as accepted as whites, I want women to have equal rights, LGBTQ community to feel safe to express themselves. I want him to have a plan for climate change, which he doesn't, and for peace to be brought back. I will be angry if Trump is reelected for the pure fact of his ignorance. He is very rude, and I do not agree with his believes and the actions and words he has expressed as president of the United States of America.",,,,
45560,1,"Trump does not seem to have a plan for dealing with the coronavirus moving forward. He did not tell Americans about the first cases in the US until much later, precious time people could have used to prepare for the pandemic and what was to come. It also would have saved lives. He is almost never seen wearing a mask and it does not seem like he supports masks, which protect others. This is a selfish move and as the president, he is setting an example for the entire country that many people do in fact follow. This causes more people to get sick and in turn more deaths. On top of this, he also has been found to say that he does not believe in climate change and given the impending disaster we are soon to be facing, this is very concerning. There need to be steps taken right now so that we can change the predictions of the detriment of our earth (and us along with it) for the better. He also does not have a concrete plan for health care for those he plans to take Obamacare away from - in the middle of a pandemic. In addition to this, I am not so sure we can trust a president that seems to have business relations in enemy countries and more than a diplomatic relationship (friendly, even) with our enemies. Not to mention, the scandals that have arisen from other countries meddling in our nation’s elections. On top of this, Trump has yet to release his taxes after 4 years of saying he will, begging the question: what does he have to hide? Having a president that speaks like him and tweets like him has been an embarrassment to this country like no other president, however scandalous, has been. To think that a businessman and tv show host had become our president with absolutely no experience in politics still baffles me. It would be a true mystery and shame if he was re-elected.",,,,
43598,1,"I am not even going to mention Covid-19 because if you still support Trump after this you can't be trusted. If he wins, say goodbye to our environment and to those affected by it. Our planet is DYING and so will we if we don't acknowledge the serious ongoing issues and threats caused by his ignorance. Donald Trump was raised on the wealth of others and racist ideas about others. All he wants to do is open the economy, not so children can go back to school & parents back to work, but to open it up for his own benefits! Money is his main goal and priority; not me, you or any of the American people! VOTE!",,,,
42411,1,"I feel that Donald Trump has done nothing that is substantially good for the country.  He made promises back in 2016 and he has not come through with them.  His recent justice is underqualified and was rushed through when she is a threat to the affordable care act, during a pandemic, as well as planned parenthood in the United States, meaning thousands of people will die because they cannot afford normal care they also now can't go to planned parenthood for screenings, birth control, etc.  Donald Trump has also threatened the rights of LGBTQ+ people taking away the rights of trans people to go into the military, as well as allowing doctors to turn them away when they need serious medical care.  He has tried to pass bills that would not allow same-sex couples to adopt, and the recent justice will most likely overturn the ruling that allowed same-sex couples to marry in all 50 states.  His response to covid 19 was laughable, calling it a hoax, and the same as the flu.  He caused the deaths of 200,000+ Americans where other countries have had substantially fewer deaths because they believed in science, he tried to withhold help with covid from senators that not support him, and he tried to politicize the vaccine, trying to push it through before it was prepared and possibly risking the lives as it is not fully tested so we do not know the side effects of people just to get a slight boost in polls.  He also does not believe climate change is real, he has removed certain restrictions on businesses allowing them to contaminate the air and water we need to live.  Overall, his presidency has been a step backward, he perpetuated hatred with his sexism, racism, and homophobia.  He has divided the country substantially and has not done anything to fix it.  He has not condemned white supremacy to the point where if you talk about it on social media trump supporters will start defending trump even if you don't say his name.  He has not spoken out against the violence that his supporters cause.  Commenting recently that he loves texas when he saw a video of trump supporters trying to run a Biden bus off of the road.  He has made rude comments about a multitude of different races, and ableness of people, allowing his supporters to believe that they are allowed to be hateful as well. I am disappointed by those who vote for him as they vote and stand for a man who allows white supremacy to exist, as well as someone who is racist, homophobic, sexist, a fake Christian (using it as a prop to gain sympathy and support), who has spread his views making republicans more volatile and radicalized.  ",,,,
